input,relations,prefix,gold_relations
we describe a case of ulcerative proctitis after ibuprofen treatment in a girl with juvenile systemic lupus erythematosus.,"[['ibuprofen', 'ulcerative proctitis']]",ADE,"[['ibuprofen', 'ulcerative proctitis']]"
we describe a heroin abuser in whom clinical and laboratory manifestations of acute hepatitis b and c appeared a few days after the insertion of a subcutaneous naltrexone implant.,"[['naltrexone', 'hepatitis b']]",ADE,"[['naltrexone', 'acute hepatitis b and c']]"
we describe a patient who developed acute cerebellar syndrome after prophylactic intrathecal methotrexate administration and recovered spontaneously.,"[['methotrexate', 'cerebellar syndrome']]",ADE,"[['methotrexate', 'acute cerebellar syndrome']]"
we describe a patient who presented with bloody diarrhoea after 15 mg meloxicam daily for 10 days for osteoarthritis.,"[['meloxicam', 'bloody diarrhoea']]",ADE,"[['meloxicam', 'bloody diarrhoea']]"
we describe a patient with androgen-independent prostate cancer in whom psa continued to decrease for a period of 15 months after flutamide withdrawal.,"[['flutamide', 'psa']]",ADE,"[['flutamide', 'psa continued to decrease']]"
"we describe a patient with crest syndrome (calcinosis, raynaud's phenomenon, esophageal dysfunction, sclerodactyly, and telangiectasia) who paradoxically experienced worsening of raynaud's phenomenon when using yohimbine for ed.","[['yohimbine', ""raynaud's phenomenon""]]",ADE,"[['yohimbine', ""worsening of raynaud's phenomenon""]]"
"we describe a patient with rheumatoid arthritis treated with gold salts, who developed bilateral interstitial pulmonary abnormalities and showed a dramatic response on corticosteroid therapy.","[['gold salts', 'interstitial pulmonary abnormalities']]",ADE,"[['gold', 'bilateral interstitial pulmonary abnormalities']]"
"we describe a premenopausal woman who, while having tamoxifen due to a diagnosis of in situ ductal carcinoma, developed endometriosis requiring surgery.","[['tamoxifen', 'endometriosis']]",ADE,"[['tamoxifen', 'endometriosis']]"
"we describe longitudinal diffusion-weighted mri findings of sub-acute leukoencephalopathy following methotrexate therapy in a 24-year-old man diagnosed with pre-b-cell acute lymphoblastic leukemia (all), presenting with right-sided paralysis and aphasia after second consolidation with intrathecal triple-drug therapy given intrathecally.","[['methotrexate', 'leukoencephalopathy']]",ADE,"[['methotrexate', 'sub-acute leukoencephalopathy']]"
we describe the development of cutaneous scleroderma in 3 patients coincident with the use of bleomycin in low cumulative doses of less than 100 u.,"[['bleomycin', 'cutaneous scleroderma']]",ADE,"[['bleomycin', 'cutaneous scleroderma']]"
"we describe two patients with rheumatoid factor-positive, polyarticular-onset juvenile rheumatoid arthritis in whom accelerated nodulosis developed during methotrexate therapy.","[['methotrexate', 'accelerated nodulosis']]",ADE,"[['methotrexate', 'accelerated nodulosis']]"
we describe two women who developed hus after mmc therapy and presented massive pulmonary bleeding.,"[['mmc', 'hus'], ['mmc', 'pulmonary bleeding']]",ADE,"[['mmc', 'hus'], ['mmc', 'massive pulmonary bleeding']]"
we discuss our observations in the cases of two patients with acyclovir neurotoxicity and review the findings of all previous reports in the english language literature.,"[['acyclovir', 'neurotoxicity']]",ADE,"[['acyclovir', 'neurotoxicity']]"
we evaluated a patient who developed a psychotic disorder after 4 months of isoniazid prophylaxis for a positive tuberculosis tine test.,"[['isoniazid', 'psychotic disorder']]",ADE,"[['isoniazid', 'psychotic disorder']]"
we have reported six cases of metoclopramide-induced parkinsonism seen in consultation over a two-year period.,"[['metoclopramide', 'parkinsonism']]",ADE,"[['metoclopramide', 'parkinsonism']]"
we herein described an additional patient with bcr-abl (ela2) positive acute lymphoblastic leukemia who developed tumor lysis syndrome after 10-day treatment with imatinib.,"[['imatinib', 'tumor lysis syndrome']]",ADE,"[['imatinib', 'tumor lysis syndrome']]"
we hypothesize that capecitabine-induced headache is vascular in nature.,"[['capecitabine', 'headache']]",ADE,"[['capecitabine', 'headache']]"
"we present a case of a 20-year-old woman who ingested 900 mg of glyburide causing refractory hypoglycemia resistant to treatment with intravenous dextrose, glucagon, and diazoxide.","[['glyburide', 'refractory hypoglycemia']]",ADE,"[['glyburide', 'hypoglycemia']]"
we present a case of a sustained monomorphic ventricular tachycardia following adenosine infusion.,"[['adenosine', 'sustained monomorphic ventricular tachycardia']]",ADE,"[['adenosine', 'sustained monomorphic ventricular tachycardia']]"
"we present a case of an elderly woman with a pre-existing history of ischaemic heart disease, who was treated with venlafaxine, and developed acute myocardial ischaemia within the first week of treatment.","[['venlafaxine', 'acute myocardial ischaemia']]",ADE,"[['venlafaxine', 'acute myocardial ischaemia']]"
we present a case of photo-onycholysis in a patient treated with doxycycline for acne vulgaris.,"[['doxycycline', 'photo-onycholysis']]",ADE,"[['doxycycline', 'photo-onycholysis']]"
we present a case of severe unilateral posterior scleritis associated with zoledronic acid administration that was recognized and treated in a timely manner.,"[['zoledronic acid', 'posterior scleritis']]",ADE,"[['zoledronic acid', 'severe unilateral posterior scleritis']]"
"we present three patients with paradoxical seizures; their serum phenytoin levels were 43.5 mcg/ml, 46.5 mcg/ml and 38.3 mcg/ml.","[['phenytoin', 'seizures']]",ADE,"[['phenytoin', 'seizures']]"
"we present two cases in which both patients suffered with cls, which we believe was caused following administration of granulocyte colony-stimulating factor, to our knowledge not described in the intensive care patient previously.","[['granulocyte colony-stimulating factor', 'cls']]",ADE,"[['granulocyte colony-stimulating factor', 'cls']]"
we present two children with acute lymphocytic leukemia who developed leukoencephalopathy following administration of a combination of intravenous ara = c and methotrexate during the consolidation phase of chemotherapy.,"[['ara = c', 'leukoencephalopathy'], ['methotrexate', 'leukoencephalopathy']]",ADE,"[['ara = c', 'leukoencephalopathy'], ['methotrexate', 'leukoencephalopathy']]"
we presented the case of a patient who developed a cutaneous reaction induced by captopril with positive patch test.,"[['captopril', 'cutaneous reaction']]",ADE,"[['captopril', 'cutaneous reaction']]"
we report a 13 year-old male who developed life-threatening anaphylaxis early in the course of increlex therapy.,"[['increlex', 'anaphylaxis']]",ADE,"[['increlex', 'anaphylaxis']]"
we report a 45-year-old psoriasis patient who developed eruptive mollusca contagiosa during an antipsoriatic treatment with efalizumab.,"[['efalizumab', 'mollusca contagiosa']]",ADE,"[['efalizumab', 'eruptive mollusca contagiosa']]"
we report a case of a bullous lichenoid eruption due to the intake of captopril.,"[['captopril', 'bullous lichenoid eruption']]",ADE,"[['captopril', 'bullous lichenoid eruption']]"
we report a case of a patient with rheumatoid arthritis treated with low-dose methotrexate (15 mg/week) who developed infection with both m. tuberculosis and m. chelonae after the revision of a prosthetic hip.,"[['methotrexate', 'infection']]",ADE,"[['methotrexate', 'infection with both m. tuberculosis and m. chelonae']]"
we report a case of fatal pulmonary toxicity in a patient with advanced non-small cell lung cancer who received erlotinib.,"[['erlotinib', 'pulmonary toxicity']]",ADE,"[['erlotinib', 'fatal pulmonary toxicity']]"
we report a case of fulminant neuroleptic malignant syndrome in a man aged 70 developing within 12 hours of starting six-hourly intravenous metoclopramide.,"[['metoclopramide', 'fulminant neuroleptic malignant syndrome']]",ADE,"[['metoclopramide', 'neuroleptic malignant syndrome']]"
"we report a case of generalized cutaneous sclerosis associated with muscle and oesophageal involvement in a patient exposed to herbicides containing bromocil, diuron and aminotriazole.","[['aminotriazole', 'generalized cutaneous sclerosis'], ['bromocil', 'generalized cutaneous sclerosis'], ['diuron', 'generalized cutaneous sclerosis']]",ADE,"[['aminotriazole', 'generalized cutaneous sclerosis'], ['bromocil', 'generalized cutaneous sclerosis'], ['diuron', 'generalized cutaneous sclerosis']]"
we report a case of myoclonus induced by quetiapine.,"[['quetiapine', 'myoclonus']]",ADE,"[['quetiapine', 'myoclonus']]"
we report a case of noncardiogenic pulmonary edema developed after therapeutic trial of eo as sclerosing agent for esophageal varix.,"[['eo', 'pulmonary edema']]",ADE,"[['eo', 'noncardiogenic pulmonary edema']]"
"we report a case of severe anemia, which responded well to steroid therapy, in a patient receiving il-2 plus ifn-alpha for metastatic renal cell carcinoma.","[['ifn-alpha', 'anemia'], ['il-2', 'anemia']]",ADE,"[['ifn-alpha', 'severe anemia'], ['il-2', 'severe anemia']]"
we report a case of sustained hypotension after administration of parenteral verapamil.,"[['verapamil', 'sustained hypotension']]",ADE,"[['verapamil', 'sustained hypotension']]"
we report a case of torsade de pointes following a single oral dose of amiodarone (1400 mg or 30 mg kg-1) administered after short intravenous loading for prevention of paroxysmal atrial flutter.,"[['amiodarone', 'torsade de pointes']]",ADE,"[['amiodarone', 'torsade de pointes']]"
"we report a patient with type 2 diabetes mellitus who, while treated with the antitumor necrosis factor-alpha blocking agent etanercept for severe plaque psoriasis, experienced persistent hypoglycemia requiring the lowering and eventual elimination of his previous insulin regimen.","[['etanercept', 'hypoglycemia']]",ADE,"[['etanercept', 'persistent hypoglycemia']]"
"we report an allogeneic bone marrow transplant recipient who developed cmv infection refractory to sequential therapy with ganciclovir, foscarnet, and cidofovir.","[['cidofovir', 'cmv infection'], ['foscarnet', 'cmv infection'], ['ganciclovir', 'cmv infection']]",ADE,"[['cidofovir', 'cmv infection'], ['foscarnet', 'cmv infection'], ['ganciclovir', 'cmv infection']]"
we report an unusual case of simultaneous transitional cell carcinoma of the renal pelvis and distal ureter without transitional cell carcinoma of the bladder occurring after chronic cyclophosphamide therapy for nonhodgkin's lymphoma.,"[['cyclophosphamide', 'transitional cell carcinoma'], ['cyclophosphamide', 'transitional cell carcinoma']]",ADE,"[['cyclophosphamide', 'distal ureter without transitional cell carcinoma of the bladder'], ['cyclophosphamide', 'transitional cell carcinoma of the renal pelvis']]"
we report aza-induced drug eruption that developed in two cases of systemic scleroderma with polymyositis.,"[['aza', 'drug eruption']]",ADE,"[['aza', 'drug eruption']]"
we report here a rare case of pleuropericarditis due to methotrexate.,"[['methotrexate', 'pleuropericarditis']]",ADE,"[['methotrexate', 'pleuropericarditis']]"
we report here a rare case of ritodrine-hydrochloride-induced rhabdomyolysis in a pregnant patient with myotonic dystrophy.,"[['ritodrine-hydrochloride', 'rhabdomyolysis']]",ADE,"[['ritodrine-hydrochloride', 'rhabdomyolysis']]"
"we report on 7 patients (2 women, 5 men) with chronic renal failure, who developed under a high dosage of the new diuretic muzolimine (range 240 to 1440 mg per day) fatal neuromyeloencephalopathy.","[['muzolimine', 'neuromyeloencephalopathy']]",ADE,"[['muzolimine', 'fatal neuromyeloencephalopathy']]"
we report on a 14-year-old boy with severe haemophilia a who developed a portal vein thrombosis during continuous infusion of f viii.,"[['f viii', 'portal vein thrombosis']]",ADE,"[['f viii', 'portal vein thrombosis']]"
"we report on a patient who developed hypersensitivity pneumonitis during treatment with the beta-blocker, celiprolol.","[['celiprolol', 'hypersensitivity pneumonitis']]",ADE,"[['celiprolol', 'hypersensitivity pneumonitis']]"
"we report one case of non-hodgkin lymphoma in a patient, with a 30-year history of rheumatoid arthritis, taking low dose methotrexate weekly over a 10-month period.","[['methotrexate', 'non-hodgkin lymphoma']]",ADE,"[['methotrexate', 'non-hodgkin lymphoma']]"
"we report the case of a 17-year-old male who developed chest pain, elevated cardiac biomarkers, and acute left ventricular dysfunction following a single dose of methylphenidate.","[['methylphenidate', 'acute left ventricular dysfunction'], ['methylphenidate', 'chest pain'], ['methylphenidate', 'elevated cardiac biomarkers']]",ADE,"[['methylphenidate', 'acute left ventricular dysfunction'], ['methylphenidate', 'chest pain'], ['methylphenidate', 'elevated cardiac biomarkers']]"
we report the case of a woman who developed photo-onycholysis on multiple nails after uptake of olanzapine.,"[['olanzapine', 'photo-onycholysis']]",ADE,"[['olanzapine', 'photo-onycholysis']]"
we report the case of a young healthy woman who presented an early overanticoagulation when receiving acenocoumarol for a first thromboembolic episode.,"[['acenocoumarol', 'overanticoagulation']]",ADE,"[['acenocoumarol', 'overanticoagulation']]"
we report the first biopsy confirmed occurrence of acute interstitial nephritis in a patient receiving treatment with sunitinib for metastatic renal cell cancer.,"[['sunitinib', 'acute interstitial nephritis']]",ADE,"[['sunitinib', 'acute interstitial nephritis']]"
we report three cases of severe hypocalcaemia associated with i.v. bisphosphonate treatment in patients with multiple myeloma.,"[['bisphosphonate', 'hypocalcaemia']]",ADE,"[['bisphosphonate', 'severe hypocalcaemia']]"
we reported a case of disulfiram-induced hepatitis with unique clinical features and compared our case with others in the literature.,"[['disulfiram', 'hepatitis']]",ADE,"[['disulfiram', 'hepatitis']]"
we speculate that platelet activation induced by pfviii may have contributed to thrombosis and suggest that pfviii be used with caution in elderly patients with pre-existing cardiovascular risk factors.,"[['pfviii', 'thrombosis']]",ADE,"[['pfviii', 'thrombosis']]"
"we strongly suspect that this lethal anuria was mainly due to ifosfamide, occurring in a patient having received previous cisplatin chemotherapy and with poor kidney perfusion due to transient hypotension.","[['ifosfamide', 'anuria']]",ADE,"[['ifosfamide', 'lethal anuria']]"
we suggest that itraconazole should be added to the list of drugs that may be responsible for a drug-induced vanishing bile duct syndrome.,"[['itraconazole', 'vanishing bile duct syndrome']]",ADE,"[['itraconazole', 'vanishing bile duct syndrome']]"
"when the trazodone was reduced, the involuntary movements promptly ceased.","[['trazodone', 'involuntary movements']]",ADE,"[['trazodone', 'involuntary movements']]"
"while 40 mg/day of prednisolone improved hepatic dysfunction dramatically, her diabetic milieu deteriorated seriously.","[['prednisolone', 'diabetic milieu']]",ADE,"[['prednisolone', 'diabetic milieu deteriorated']]"
widespread cutaneous vasculitis associated with diltiazem.,"[['diltiazem', 'widespread cutaneous vasculitis']]",ADE,"[['diltiazem', 'cutaneous vasculitis']]"
"with the first cyclosporine dose, the patient complained of leg pain that was most severe during the cyclosporine infusion.","[['cyclosporine', 'leg pain'], ['cyclosporine', 'leg pain']]",ADE,"[['cyclosporine', 'leg pain'], ['cyclosporine', 'leg pain']]"
zidovudine use in pregnancy: a report on 104 cases and the occurrence of birth defects.,"[['zidovudine', 'birth defects']]",ADE,"[['zidovudine', 'birth defects']]"
