text,gpt3_generated_labels,gold_labels
this case extends the spectrum of fludarabine pulmonary toxicity to include pulmonary nodules.,"[['fludarabine', 'pulmonary nodules']]","[['fludarabine', 'pulmonary nodules'], ['fludarabine', 'pulmonary toxicity']]"
the induction of hypoglycaemia with pas in this patient suggests a potential role for pas in the treatment of diabetes mellitus.,"[['pas', 'hypoglycaemia']]","[['pas', 'hypoglycaemia']]"
"in the second case, five cardiac arrests due to ventricular tachycardia and fibrillation occurred during several hours after beginning a trial of bretylium maintenance therapy for complex ventricular ectopy.","[['bretylium', 'cardiac arrests']]","[['bretylium', 'cardiac arrests'], ['bretylium', 'fibrillation'], ['bretylium', 'ventricular tachycardia']]"
purpose: to report a case of angiographically documented cystoid macula edema occurring after switching a pseudophakic patient from latanoprost to bimatoprost.,"[['bimatoprost', 'cystoid macula edema'], ['latanoprost', 'cystoid macula edema']]","[['bimatoprost', 'cystoid macula edema'], ['latanoprost', 'cystoid macula edema']]"
"the failure of therapy with disopyramide and mexiletine to reproduce this observation suggests either a previously unreported electrophysiologic effect of, or idiosyncratic response to, procainamide.","[['procainamide', 'disopyramide'], ['procainamide', 'mexiletine']]","[['procainamide', 'electrophysiologic effect']]"
phantom limb pain as a manifestation of paclitaxel neurotoxicity.,"[['paclitaxel', 'phantom limb pain']]","[['paclitaxel', 'neurotoxicity'], ['paclitaxel', 'phantom limb pain']]"
spindle coma in benzodiazepine toxicity: case report.,"[['benzodiazepine', 'spindle coma']]","[['benzodiazepine', 'spindle coma']]"
high-dose intravenous mannitol infusion in various clinical settings may result in acute renal failure (arf).,"[['mannitol', 'acute renal failure']]","[['mannitol', 'acute renal failure'], ['mannitol', 'arf']]"
"during dose-finding studies for intravenous proton pump inhibitors omeprazole and pantoprazole, three of six young female volunteers receiving omeprazole and two young female volunteers receiving pantoprazole developed peripheral edema within 8 hr when high doses of the proton pump inhibitors were applied by continuous infusion together with large volumes of fluid.","[['omeprazole', 'peripheral edema'], ['pantoprazole', 'peripheral edema']]","[['omeprazole', 'peripheral edema'], ['pantoprazole', 'peripheral edema']]"
"abrupt, accidental withdrawal of trihexyphenidyl triggered severe exacerbation of the cranial dystonia associated with inspiratory stridor and acute respiratory difficulties, prompting emergency admission.","[['trihexyphenidyl', 'cranial dystonia']]","[['trihexyphenidyl', 'acute respiratory difficulties'], ['trihexyphenidyl', 'cranial dystonia'], ['trihexyphenidyl', 'inspiratory stridor']]"
optic neuropathy associated with penicillamine therapy in a patient with rheumatoid arthritis.,"[['penicillamine', 'optic neuropathy']]","[['penicillamine', 'optic neuropathy']]"
hydroxyurea associated with concomitant occurrence of diffuse longitudinal melanonychia and multiple squamous cell carcinomas in an elderly subject.,"[['hydroxyurea', 'diffuse longitudinal melanonychia'], ['hydroxyurea', 'multiple squamous cell carcinomas']]","[['hydroxyurea', 'diffuse longitudinal melanonychia'], ['hydroxyurea', 'multiple squamous cell carcinomas']]"
"after stopping indapamide, glucose tolerance impairing may be reversed.","[['indapamide', 'glucose tolerance impairing']]","[['indapamide', 'glucose tolerance impairing']]"
"therefore, parenteral amiodarone was implicated as the cause of acute hepatitis in this patient.","[['amiodarone', 'acute hepatitis']]","[['amiodarone', 'acute hepatitis']]"
the authors report a further case of methimazole-associated liver damage and present a brief review of eleven previous cases found in the literature.,"[['methimazole', 'liver damage']]","[['methimazole', 'liver damage']]"
torsade de pointes represents a potential complication of chronic amiodarone therapy.,"[['amiodarone', 'torsade de pointes']]","[['amiodarone', 'torsade de pointes']]"
in two patients clozapine was reinstated after risperidone was discontinued; serum triglyceride levels increased.,"[['clozapine', 'risperidone']]","[['clozapine', 'serum triglyceride levels increased']]"
capecitabine-induced multifocal leukoencephalopathy: a report of five cases.,"[['capecitabine', 'multifocal leukoencephalopathy']]","[['capecitabine', 'multifocal leukoencephalopathy']]"
"two other patients who did not receive prochlorperazine, developed retinal problems which later improved, one after only 15 g of desferrioxamine.","[['desferrioxamine', 'retinal problems']]","[['desferrioxamine', 'retinal problems']]"
transient asymptomatic bradycardia in patients on infusional 5-fluorouracil.,"[['5-fluorouracil', 'bradycardia']]","[['5-fluorouracil', 'transient asymptomatic bradycardia']]"
reinstitution of penicillamine treatment caused a recurrence thus proving a causal relationship between penicillamine and the described nail-changes.,"[['penicillamine', 'nail-changes']]","[['penicillamine', 'nail-changes']]"
the patient was initially treated with hydration and furosemide but developed congestive heart failure.,"[['furosemide', 'congestive heart failure']]","[['furosemide', 'congestive heart failure']]"
paraplegia following intrathecal cytosine arabinoside.,"[['cytosine arabinoside', 'paraplegia']]","[['cytosine arabinoside', 'paraplegia']]"
three patients with no history of asthma or allergy developed bronchospasm while taking propranolol for hypertension.,"[['propranolol', 'bronchospasm']]","[['propranolol', 'bronchospasm']]"
conclusions: amphotericin b seems to be the probable cause of the seizures.,"[['amphotericin b', 'seizures']]","[['amphotericin b', 'seizures']]"
protamine-induced fatal anaphylaxis.,"[['protamine', 'fatal anaphylaxis']]","[['protamine', 'fatal anaphylaxis']]"
conclusions: the 3 cases presented here illustrate the development of reproductive endocrine disorders after the initiation of valproate therapy in women with epilepsy.,"[['valproate', 'reproductive endocrine disorders']]","[['valproate', 'reproductive endocrine disorders']]"
antithyroid treatment with propylthiouracil (ptu) resulted in elevated hepatic enzymes and after the 12th week of pregnancy treatment was changed to carbimazole (cbz).,"[['carbimazole', 'hepatic enzymes'], ['propylthiouracil', 'hepatic enzymes']]","[['propylthiouracil', 'elevated hepatic enzymes'], ['ptu', 'elevated hepatic enzymes']]"
this is the first reported case of hepatolithiasis during octreotide therapy.,"[['octreotide', 'hepatolithiasis']]","[['octreotide', 'hepatolithiasis']]"
carbamazepine-induced hyperammonemia.,"[['carbamazepine', 'hyperammonemia']]","[['carbamazepine', 'hyperammonemia']]"
development of sarcoidosis during interferon alpha 2b and ribavirin combination therapy for chronic hepatitis c--a case report and review of the literature.,"[['interferon alpha 2b', 'sarcoidosis'], ['ribavirin', 'sarcoidosis']]","[['interferon alpha 2b', 'sarcoidosis'], ['ribavirin', 'sarcoidosis']]"
erythema multiforme associated with phenytoin and cranial radiation therapy: a report of three patients and review of the literature.,"[['phenytoin', 'erythema multiforme']]","[['phenytoin', 'erythema multiforme']]"
this case demonstrates the association of selective iga deficiency with remission in rheumatoid arthritis induced by fenclofenac as well as aurothiomalate and sulphasalazine.,"[['fenclofenac', 'rheumatoid arthritis'], ['aurothiomalate', 'rheumatoid arthritis'], ['sulphasalazine', 'rheumatoid arthritis']]","[['aurothiomalate', 'iga deficiency'], ['fenclofenac', 'iga deficiency'], ['sulphasalazine', 'iga deficiency']]"
the clinical findings and laboratory studies suggested an autoimmune cell-mediated hypersensitivity reaction triggered by phenobarbital.,"[['phenobarbital', 'autoimmune cell-mediated hypersensitivity reaction']]","[['phenobarbital', 'autoimmune cell-mediated hypersensitivity']]"
"case 2, a 29-year-old woman, developed bilateral optic neuritis combined with numbness of the lower extremities as well as bowel and bladder dysfunction after a 22-month use of recombinant interferon alpha-2b for chronic myelogenous leukemia.","[['interferon alpha-2b', 'optic neuritis']]","[['recombinant interferon alpha-2b', 'bilateral optic neuritis'], ['recombinant interferon alpha-2b', 'bowel and bladder dysfunction'], ['recombinant interferon alpha-2b', 'numbness of the lower extremities']]"
cardiopulmonary arrest following intravenous phenytoin loading.,"[['phenytoin', 'cardiopulmonary arrest']]","[['phenytoin', 'cardiopulmonary arrest']]"
a case of prolonged suxamethonium apnoea successfully terminated by the infusion of a commercial preparation of serumcholinesterase is reported.,"[['suxamethonium', 'apnoea']]","[['suxamethonium', 'apnoea']]"
two patients who developed decreased visual acuity after several months of ethambutol treatment for mycobacterium avium-intracellulare infection had bitemporal visual field defects that suggested optic chiasm damage.,"[['ethambutol', 'decreased visual acuity'], ['ethambutol', 'optic chiasm damage']]","[['ethambutol', 'bitemporal visual field defects'], ['ethambutol', 'decreased visual acuity']]"
"on day 4, following 3 doses of dalteparin, the patient developed acute respiratory distress attributable to a massive right hemothorax confirmed by computed tomography pulmonary angiography (ctpa) and intercostal drainage of 1500 ml of frank blood.","[['dalteparin', 'acute respiratory distress'], ['dalteparin', 'right hemothorax']]","[['dalteparin', 'acute respiratory distress']]"
aim: to report a patient with diabetic rubeosis who suffered from acute retinal ischemic change and stroke after intravitreal injection of bevacizumab.,"[['bevacizumab', 'stroke']]","[['bevacizumab', 'acute retinal ischemic change'], ['bevacizumab', 'stroke']]"
gabapentin-induced mood changes with hypomanic features in adults.,"[['gabapentin', 'mood changes']]","[['gabapentin', 'hypomanic'], ['gabapentin', 'mood changes']]"
chlorambucil central nervous toxicity: a significant side effect of chlorambucil therapy in childhood nephrotic syndrome.,"[['chlorambucil', 'chlorambucil central nervous toxicity']]","[['chlorambucil', 'central nervous toxicity']]"
carbamyl phosphate synthetase-1 deficiency discovered after valproic acid-induced coma.,"[['valproic acid', 'carbamyl phosphate synthetase-1 deficiency']]","[['valproic acid', 'coma']]"
"retrospectively, bucillamine was believed to be the cause of the giant hypertrophy because of its structural similarity to d-penicillamine, which was the subject of an abundance of reports of mammary hyperplasia.","[['bucillamine', 'd-penicillamine', 'mammary hyperplasia']]","[['bucillamine', 'giant hypertrophy'], ['d-penicillamine', 'mammary hyperplasia']]"
a case of severe acute hepatitis caused by cyproterone acetate in a 71 year old man with prostatic carcinoma is reported with a review of the literature on hepatic reactions to this drug.,"[['cyproterone acetate', 'severe acute hepatitis']]","[['cyproterone acetate', 'severe acute hepatitis']]"
fulminant hepatitis associated with disulfiram.,"[['disulfiram', 'fulminant hepatitis']]","[['disulfiram', 'fulminant hepatitis']]"
"nine eyes from 6 patients, 74 years to 90 years of age, referred by ophthalmologists for repair of cicatricial entropion after at least 2 years of twice-a-day application of dipivefrin.","[['dipivefrin', 'cicatricial entropion']]","[['dipivefrin', 'cicatricial entropion']]"
background: hydroxyurea is a cytostatic agent used to treat myeloproliferative disorders and long-term treatment is associated with mucocutaneous adverse events and nail hyperpigmentation.,"[['hydroxyurea', 'mucocutaneous adverse events'], ['hydroxyurea', 'nail hyperpigmentation']]","[['hydroxyurea', 'mucocutaneous adverse events'], ['hydroxyurea', 'nail hyperpigmentation']]"
"although fluoxetine-induced headache occurred in one patient, the other five reported no side effects at the doses used.","[['fluoxetine', 'headache']]","[['fluoxetine', 'headache']]"
